score,id
0.25017742296226303,327
0.3385087894833856,57
0.3202924918069398,12
0.6910520807141503,379
0.19761867663116714,140
0.24252738110194821,125
0.307585445384172,114
0.21433071192632697,71
0.601520600735362,377
0.17359250380025135,52
0.619573162025911,346
0.33630363838617106,496
0.5862538836363621,456
0.2545324874182828,279
0.2590746383568992,44
0.39088781941102513,302
0.2328847336051337,216
0.271339883888158,16
0.17592745231403975,15
0.2396156381045798,47
0.5025971681953402,111
0.1656390567123474,119
0.3087574113884074,258
0.17225434644670778,308
0.24719480016783613,13
0.3125823085698775,287
0.24209208540585975,101
0.2463077133360432,366
0.33015436100032486,332
0.20271411983285534,359
0.32454284151214396,486
0.19751708796328568,214
0.3099976126854933,112
0.22318574034721317,229
0.28019741434378026,301
0.29241362921343017,142
0.23970671820758516,414
0.19409681720726454,445
0.2518866783090824,3
0.30941789941123854,388
0.3754440036484323,412
0.31127306516580205,81
0.26347094446273484,357
0.35337688375372134,483
0.33037239844977256,174
0.2576314023686455,464
0.4001664208848874,79
0.2812760692433263,110
0.3169928196294869,390
0.3092684426796658,172
0.33138020650631095,490
0.33537143746861203,480
0.09512177255626096,194
0.27254522028627687,49
0.3710394778214523,183
0.25878137598348727,433
0.22154680309439065,176
0.24248052057278469,309
0.4487958133150534,135
0.22754643764660415,413
0.3671325422251663,22
0.6069146649428879,373
0.34947821644922017,235
0.3959580833184972,274
0.4471619577068876,63
0.2690663398530251,193
0.35904399017219857,40
0.27411282013256383,282
0.27816068809309713,150
0.2682356484460205,424
0.2783412273069599,321
0.23187526371567904,316
0.4419483555443185,185
0.2489089206026326,295
0.4019711226352054,98
0.4671128690928551,360
0.5747301317662818,35
0.35958782511939236,23
0.22790106809120503,338
0.24407807253353722,116
0.3521484573210151,395
0.2651448926158166,148
0.3807047446450325,444
0.3296749648781717,478
0.2495638812423782,51
0.4415176311512786,447
0.23876851667763443,454
0.3972027978220726,232
0.28065878904642433,325
0.6765461326961719,186
0.3199745933508371,83
0.33155723175369,189
0.21325630139769206,181
0.37627305828548496,107
0.5485861058037539,343
0.2973258336376662,136
0.2799349224577683,470
0.340646207225888,349
0.4811764045080151,331
0.24357934401219639,36
0.6777166551880592,55
0.7354411384260089,305
0.6670672549207219,222
0.22154680309439065,176
0.6069146649428879,373
0.6879497148405956,402
0.6803781550453826,160
0.7277187569632945,223
0.6342343244341033,310
0.685929215922388,261
0.6250088295997152,59
0.8770830688933849,197
0.8359922283021883,460
0.2489089206026326,295
0.6389222204019807,97
0.7928438114453007,130
0.3671325422251663,22
0.6659062083614479,362
0.6463746263106332,492
0.7383164761230869,0
0.5696841544123963,266
0.5821399442591226,473
0.3754440036484323,412
0.6108709348758197,275
0.7381816562278676,351
0.6546544902724052,368
0.6910520807141503,379
0.601520600735362,377
0.5485861058037539,343
0.5563826136959034,100
0.6765461326961719,186
0.640954249113256,220
0.5747301317662818,35
0.7034093642416693,340
0.5857611405496633,169
0.7882471823234514,319
0.680630275496777,493
0.7073911551002622,339
0.6870094182190285,434
0.4471619577068876,63
0.7248497876746179,474
0.7507452878984509,153
0.7457684836436896,259
0.7242040491365966,158
0.5871068091685698,341
0.8022272167269583,209
0.7553409214784077,167
0.8202288415889164,206
0.8287007501666966,356
0.6377457809421749,151
0.6638215840915626,283
0.5779934123763567,65
0.4019711226352054,98
0.6574184816950465,215
0.7076494068558494,466
0.09512177255626096,194
0.619573162025911,346
0.751976598541798,383
0.6607553082254629,89
0.601708659020581,315
0.705341234914211,291
0.7097716911989791,154
0.7297185381941047,207
0.7589663997765607,280
0.6766537876146611,426
0.33537143746861203,480
0.8247778667194875,155
0.8168877081950301,146
0.37627305828548496,107
0.6929882617023749,468
0.7761107774069176,494
0.6295304798708856,296
0.7771975043345937,491
0.8468121553657261,335
0.6678706494213076,164
0.7606067633574419,238
0.6751158834109869,226
0.6263663852076643,423
0.7303745550887631,345
0.6996237586408464,109
0.33138020650631095,490
0.6966679891718274,242
0.7558229957246209,406
0.7559422517135373,407
0.844399068680969,376
0.8244243042139205,86
0.7073752819705684,337
0.6021616910669665,43
0.5755771546246629,145
0.5219153887945137,263
0.7076786271366285,462
0.7006017755872747,324
0.491827770769979,317
0.7644983565483283,171
0.23961563810457986,47
0.7008643039291538,384
0.7681856743005169,120
0.7827692749838285,344
0.5862538836363621,456
0.7302268421709489,115
0.2221102471301468,311
