score,id
0.18721227306904228,327
0.2813577258299054,57
0.18710668523307966,12
0.33424730009892184,379
0.28172128375646577,140
0.2690163766295343,125
0.3336905046015429,114
0.21091416536451552,71
0.45179946623504935,377
0.2269729609111343,52
0.4280187019566917,346
0.2833106356883821,496
0.615397718246303,456
0.2541791465856526,279
0.24874183454890195,44
0.4311750872429091,302
0.37092984750027913,216
0.2043485750603539,16
0.23470579170662226,15
0.5415192327852342,47
0.3910379370751422,111
0.15454718043131693,119
0.18053042554787171,258
0.2647823473282051,308
0.25587812875647803,13
0.2750083579212951,287
0.3146098830872755,101
0.19761139797182523,366
0.2476969601567443,332
0.22256004201766663,359
0.32645696521082873,486
0.4315888027765644,214
0.25437796087983955,112
0.3458864549466598,229
0.2334041600262678,301
0.3583649046143753,142
0.307190007549616,414
0.22518517639715022,445
0.3297093022184423,3
0.22525235014969042,388
0.27526445620102635,412
0.37316181445738894,81
0.3292341031812719,357
0.19199253800737082,483
0.2667646825325946,174
0.2790019494661143,464
0.3079839417410354,79
0.30391062106028216,110
0.2836933879212021,390
0.176006151885776,172
0.250317638561331,490
0.5931618702024298,480
0.18506857351937364,194
0.2706978904252108,49
0.29518663618435165,183
0.1794717293161202,433
0.34096368730701765,176
0.28526261156983046,309
0.25792138125570946,135
0.2795595780618288,413
0.5986761040281076,22
0.43840908687133295,373
0.3021702522435388,235
0.263409371816807,274
0.6146961318381544,63
0.2101752491534766,193
0.42383965323898404,40
0.26314555289904346,282
0.2050090936088317,150
0.49057756413651543,424
0.4166566802940563,321
0.1468991434845362,316
0.24290669422773656,185
0.10615403792017607,295
0.2885744248496094,98
0.3108607623735714,360
0.3683669062703214,35
0.26312638424824447,23
0.19072469804472847,338
0.2362368808455265,116
0.23860198919927722,395
0.19520248602790893,148
0.40440584848963856,444
0.2690098821507589,478
0.3631409217063673,51
0.21763634993336056,447
0.18226440917657846,454
0.2935248146366584,232
0.2896337307515486,325
0.493962541792988,186
0.30163443368931847,83
0.24129080358596136,189
0.23181618866613124,181
0.6341607919385522,107
0.7157104359737987,343
0.28383592221554793,136
0.3696450323816816,470
0.41782583782951627,349
0.2885575410458287,331
0.18783242823100077,36
0.8275691029711988,55
0.7374702930171635,305
0.7183443245291681,222
0.34096368730701765,176
0.43840908687133295,373
0.6877525019027351,402
0.6755508155064714,160
0.5401147508679862,223
0.6009005152015922,310
0.5534517834958274,261
0.7042789112563649,59
0.7548828327016422,197
0.7130150578910252,460
0.10615403792017607,295
0.7371198952731078,97
0.8796986841485349,130
0.5986761040281076,22
0.7628377752552419,362
0.7050295840227302,492
0.7931588654811677,0
0.7640082027672225,266
0.6777786664160161,473
0.27526445620102635,412
0.7366558369254766,275
0.7955361719362094,351
0.812558177698951,368
0.33424730009892184,379
0.45179946623504935,377
0.7157104359737987,343
0.7487905875450837,100
0.493962541792988,186
0.6046092196474252,220
0.3683669062703214,35
0.6939396081283606,340
0.7359415242871311,169
0.760496290117797,319
0.7687096686460841,493
0.8131730512229332,339
0.7157505750596461,434
0.6146961318381544,63
0.721867506607243,474
0.8320408333950576,153
0.8074572365552205,259
0.49434247433707434,158
0.7388449864205326,341
0.586467531020328,209
0.7069523295961426,167
0.6374775713897171,206
0.840587733020942,356
0.7527226971868327,151
0.6849048135016897,283
0.6504050250198851,65
0.2885744248496094,98
0.7698244184202702,215
0.7532602313854354,466
0.18506857351937364,194
0.4280187019566917,346
0.7500162215917107,383
0.7159620146332536,89
0.7477777504456745,315
0.7335181106253428,291
0.763352168735674,154
0.7693957969046976,207
0.6874713878669707,280
0.7055797825306998,426
0.5931618702024298,480
0.800097668802523,155
0.7898473733309016,146
0.6341607919385522,107
0.6977376287758749,468
0.6095750110099762,494
0.6462083785292579,296
0.7786349028524733,491
0.7515472098139864,335
0.5754054610622682,164
0.7069185421489818,238
0.5518990091609287,226
0.7006321927126575,423
0.7481157295507626,345
0.8437680399262797,109
0.250317638561331,490
0.8836437544930653,242
0.6978876602332953,406
0.8025430531227142,407
0.6904691173743606,376
0.8482373720217412,86
0.8474937887865284,337
0.7013110727002287,43
0.7813271548950855,145
0.6261916400957529,263
0.6984612248300629,462
0.7102817260994908,324
0.7821820318294571,317
0.8060288550743624,171
0.5415192327852342,47
0.721051767925108,384
0.6149709754335138,120
0.6925361794614942,344
0.615397718246303,456
0.7872008079136924,115
0.20812680290504,311
0.2142271846368963,411
0.2226765491655064,87
0.27515225749935585,273
0.2444451708239558,438
0.2284131685850029,494
0.2260144269285174,409
0.35954289344360923,236
0.22114671136670608,463
0.20925214488697544,138
0.3494790324346449,499
0.44636548334879544,352
